index,id,bestName,catalogLabel,archiveFilename,fileSize,progType,category,platform,aolVersion,author,authorConfidence,categoryConfidence,versionConfidence,sourceConfidence,localFile,referenceUrl,rawSourceUrl,oldWebDownloadLinks,mirrorLeads,webResearchMentions,screenshots,embeddedUrls,manualReviewFlags,tags,detailPage
1238,prog-1238-mchat,Thorn,MChat,thorn.zip,3.7 MB,Source / developer file,uncategorized,AOL,AOL 4.0,Sirk,catalog only,readme/archive text,catalog bucket,local + old-web lead,files/aol/aol-4-0/1238-mchat.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/thorn.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/thorn.zip,6,2,0,0,2,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-embedded-urls; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1238-thorn.md
1239,prog-1239-mcl-ccoms,McL Ccoms,McL Ccoms,McLCcoms.zip,4.4 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,ToWeR,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/1239-mcl-ccoms.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/McLCcoms.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/McLCcoms.zip,1,0,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1239-mcl-ccoms.md
1240,prog-1240-mdk-idle,mdk ìdlè,mdk ìdlè,mdk.zip,3.6 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,warlock,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/1240-mdk-idle.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mdk.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mdk.zip,2,0,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1240-mdk-idle.md
1241,prog-1241-mdmaloader,MDMAloader,MDMAloader,mdmamailserverforaol7.zip,22 B,Unknown / needs review,uncategorized,AOL,AOL 7.0,unknown,unknown,needs review,catalog bucket,local catalog mirror,files/aol/aol-7-0/1241-mdmaloader.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/mdmamailserverforaol7.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/mdmamailserverforaol7.zip,0,0,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-7-0; duplicate-metadata; file-ready; needs-manual-review; uncategorized,docs/generated/applications/pages/M/1241-mdmaloader.md
1242,prog-1242-media-techfinal,Media.tech[final] Win XP Yr 03,media tech[final],media.tech[final] for aol 8 winXP yr03.zip,2.3 MB,C-Com / command list,uncategorized,AOL,AOL 4.0; inferred: AOL 8; archive text: AOL 8.0,DAN,catalog only,readme/archive text,readme/archive text,local + old-web lead,files/aol/aol-4-0/1242-media-techfinal.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/media.tech%5Bfinal%5D%20for%20aol%208%20winXP%20yr03.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/media.tech%5Bfinal%5D%20for%20aol%208%20winXP%20yr03.zip,1,0,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-aol-version-clues; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1242-media-techfinal-win-xp-yr-03.md
1243,prog-1243-media8-0,Media8.0,Media8.0,media8.zip,1.7 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,shock,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/1243-media8-0.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/media8.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/media8.zip,1,0,0,0,1,category uncertain; type uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-embedded-urls; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1243-media8-0.md
1244,prog-1244-meditating-mailer,Meditating Mailer AOL ALL,Meditating Mailer,meditating mailer aolALL.zip,22 B,Mass mailer / server,mass mailer,AOL,AOL 4.0,unknown,unknown,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/1244-meditating-mailer.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/meditating%20mailer%20aolALL.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/meditating%20mailer%20aolALL.zip,1,1,0,0,0,author unknown; no screenshot or image lead; sensitive historical category; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; mass-mailer; needs-manual-review,docs/generated/applications/pages/M/1244-meditating-mailer-aol-all.md
1245,prog-1245-megatron,megatron,megatron,megatron.zip,2.4 MB,C-Com / command list,uncategorized,AOL,"AOL 4.0; archive text: AOL 7, AOL 8",keith,catalog only,readme/archive text,readme/archive text,local + old-web lead,files/aol/aol-4-0/1245-megatron.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/megatron.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/megatron.zip,1,0,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-aol-version-clues; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1245-megatron.md
1246,prog-1246-menace-idle-2-0,MenaCe' idle 2.0,MenaCe' idle 2.0,menaceidle2.zip,1.3 MB,Idler / AFK bot,idler or bot,AOL,AOL 4.0,unknown,unknown,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/1246-menace-idle-2-0.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/menaceidle2.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/menaceidle2.zip,1,0,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; idler-or-bot; needs-manual-review; vb5,docs/generated/applications/pages/M/1246-menace-idle-2-0.md
1247,prog-1247-metaexe2,Metamorphic Toolz Win 95-xp,MetaEXE2,metamorphic toolz for aol 7.0 win95-xp.zip,3.4 MB,All-in-one prog suite,all-in-one prog,AOL,AOL 7.0,unknown,unknown,catalog/path inferred,filename/source inferred,local catalog mirror,files/aol/mixed/1247-metaexe2.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/metamorphic%20toolz%20for%20aol%207.0%20win95-xp.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/metamorphic%20toolz%20for%20aol%207.0%20win95-xp.zip,0,0,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,all-in-one-prog; aol; compile-na; duplicate-metadata; file-ready; mixedunknown; needs-manual-review; non-vb,docs/generated/applications/pages/M/1247-metamorphic-toolz-win-95-xp.md
1248,prog-1248-metaexe21,MetaEXE21,MetaEXE21,metamorphic toolz 2.1 beta 1 aol7 win95-xp.zip,5.3 MB,All-in-one prog suite,all-in-one prog,AOL,AOL 7,unknown,unknown,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/mixed/1248-metaexe21.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/metamorphic%20toolz%202.1%20beta%201%20aol7%20win95-xp.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/metamorphic%20toolz%202.1%20beta%201%20aol7%20win95-xp.zip,2,1,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,all-in-one-prog; aol; compile-na; duplicate-metadata; file-ready; has-old-web-downloads; mixedunknown; needs-manual-review; non-vb,docs/generated/applications/pages/M/1248-metaexe21.md
1249,prog-1249-metal,Metal,MeTaL,metal.zip,1.9 MB,AOL/AIM chat utility,uncategorized,AOL,AOL 4.0,OiL,catalog only,readme/archive text,catalog bucket,local + old-web lead,files/aol/aol-4-0/1249-metal.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metal.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metal.zip,9,10,0,0,0,category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-external-zip-text-evidence; has-old-web-downloads; has-readme-purpose-clues; needs-manual-review; uncategorized; vb5,docs/generated/applications/pages/M/1249-metal.md
1250,prog-1250-metallicas-revenge,MetallicA's Revenge,MetallicA's Revenge,licasrevenge.zip,1.7 MB,Unknown / needs review,uncategorized,AOL,Mixed/unknown,Skew & Jaze,catalog only,needs review,unknown,local + old-web lead,files/aol/mixed/1250-metallicas-revenge.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/licasrevenge.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/licasrevenge.zip,1,0,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; mixedunknown; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1250-metallicas-revenge.md
1251,prog-1251-metal-idle,metal╣ idle,metal╣ idle,metal1idle.zip,1.4 MB,Idler / AFK bot,idler or bot,AOL,AOL 4.0,silence,catalog only,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/1251-metal-idle.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metal1idle.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metal1idle.zip,1,0,0,0,0,no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; idler-or-bot; needs-manual-review; vb6,docs/generated/applications/pages/M/1251-metal-idle.md
1252,prog-1252-meteorite-lagger,meteorite lagger,meteorite lagger,meteorite.zip,2.0 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,unknown,unknown,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/1252-meteorite-lagger.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/meteorite.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/meteorite.zip,1,0,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1252-meteorite-lagger.md
1253,prog-1253-method1,method1,method1,method1.zip,1.3 MB,Unknown / needs review,uncategorized,AOL,AOL 4.0,mario,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/1253-method1.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/method1.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/method1.zip,1,0,0,0,0,category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1253-method1.md
1254,prog-1254-methodus3b2,Methodus Toolz 3.0,methodus3b2,methodus toolz 3.0 for aol 5.0-7.0.zip,4.7 MB,All-in-one prog suite,all-in-one prog,AOL,AOL 5.0-7.0,dll,catalog only,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/mixed/1254-methodus3b2.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/methodus%20toolz%203.0%20for%20aol%205.0-7.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/methodus%20toolz%203.0%20for%20aol%205.0-7.0.zip,6,8,0,0,0,no screenshot or image lead; no readable text evidence,all-in-one-prog; aol; compile-na; duplicate-metadata; file-ready; has-old-web-downloads; mixedunknown; needs-manual-review; non-vb,docs/generated/applications/pages/M/1254-methodus-toolz-3-0.md
1255,prog-1255-metroid-idler,Metroid Idler Win ALL Yr 04,Metroid Idler,metroid idler for aol 7.0-9.0 winALL yr04.zip,1.5 MB,Idler / AFK bot,idler or bot,AOL,"AOL 4.0; inferred: AOL 7.0-9.0; archive text: AOL 7, AOL 9",ZIP,catalog only,catalog/path inferred,readme/archive text,local + old-web lead,files/aol/aol-4-0/1255-metroid-idler.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metroid%20idler%20for%20aol%207.0-9.0%20winALL%20yr04.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metroid%20idler%20for%20aol%207.0-9.0%20winALL%20yr04.zip,1,0,0,0,0,no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-aol-version-clues; idler-or-bot; needs-manual-review; vb6,docs/generated/applications/pages/M/1255-metroid-idler-win-all-yr-04.md
1256,prog-1256-metroid-idler-v2,Metroid Idler V 2 Win ALL Yr 04,Metroid Idler v²,metroid idler v2 for aol 7.0-9.0 winALL yr04.zip,1.5 MB,Idler / AFK bot,idler or bot,AOL,AOL 4.0; inferred: AOL 7.0-9.0,ZIP,catalog only,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-4-0/1256-metroid-idler-v2.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metroid%20idler%20v2%20for%20aol%207.0-9.0%20winALL%20yr04.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/metroid%20idler%20v2%20for%20aol%207.0-9.0%20winALL%20yr04.zip,1,0,0,0,0,no screenshot or image lead; no readable text evidence,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; idler-or-bot; needs-manual-review; vb6,docs/generated/applications/pages/M/1256-metroid-idler-v-2-win-all-yr-04.md
1257,prog-1257-mfcomz,mfcomz,mfcomz,middle finger comz beta 0.5 aol7-8 winALL.zip,22 B,C-Com / command list,uncategorized,AOL,AOL 7.0; inferred: AOL 7-8,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-7-0/1257-mfcomz.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/middle%20finger%20comz%20beta%200.5%20aol7-8%20winALL.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/middle%20finger%20comz%20beta%200.5%20aol7-8%20winALL.zip,1,0,0,0,0,author unknown; category uncertain; no screenshot or image lead; no readable text evidence,aol; aol-7-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/M/1257-mfcomz.md
1258,prog-1258-mia-xer-public,mia-xer_public,mia-xer_public,miaxer.zip,464 KB,Media / file utility,uncategorized,AOL,AOL 5.0; archive text: AOL 5.0,a masta inc,catalog only,readme/archive text,readme/archive text,local + old-web lead,files/aol/aol-5-0/1258-mia-xer-public.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/miaxer.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/miaxer.zip,1,0,0,0,1,category uncertain; no screenshot or image lead,aol; aol-5-0; duplicate-metadata; file-ready; has-embedded-urls; has-old-web-downloads; has-readme-aol-version-clues; has-readme-purpose-clues; needs-manual-review; uncategorized,docs/generated/applications/pages/M/1258-mia-xer-public.md
1259,prog-1259-micro,Microtools,Micro,microtools.zip,465 KB,Unknown / needs review,uncategorized,AOL,AOL 4.0,TimeBomb,catalog only,needs review,catalog bucket,local + old-web lead,files/aol/aol-4-0/1259-micro.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/microtools.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/microtools.zip,6,10,0,0,0,category uncertain; type uncertain; no readable text evidence,aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized; vb3,docs/generated/applications/pages/M/1259-microtools.md
1260,prog-1260-microidle,Micro Idler And 5.0,Microidle,micro idler for aol 4.0 and 5.0.zip,22 B,Idler / AFK bot,idler or bot,AOL,AOL 4.0,unknown,unknown,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-4-0/1260-microidle.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/micro%20idler%20for%20aol%204.0%20and%205.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/micro%20idler%20for%20aol%204.0%20and%205.0.zip,1,0,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,aol; aol-4-0; duplicate-metadata; file-ready; has-old-web-downloads; idler-or-bot; needs-manual-review,docs/generated/applications/pages/M/1260-micro-idler-and-5-0.md
1261,prog-1261-midget-coms,midget coms,midget coms,midget coms for aol 5.0.zip,22 B,Unknown / needs review,uncategorized,AOL,AOL 5.0,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-5-0/1261-midget-coms.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/midget%20coms%20for%20aol%205.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/midget%20coms%20for%20aol%205.0.zip,1,0,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-5-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/M/1261-midget-coms.md
1262,prog-1262-midget-coms2,Midget Coms%b 2,midget coms²,midget coms%b2 for aol 5.0.zip,22 B,Unknown / needs review,uncategorized,AOL,AOL 5.0,unknown,unknown,needs review,filename/source inferred,local + old-web lead,files/aol/aol-5-0/1262-midget-coms2.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/midget%20coms%25b2%20for%20aol%205.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/midget%20coms%25b2%20for%20aol%205.0.zip,1,2,0,0,0,author unknown; category uncertain; type uncertain; no screenshot or image lead; no readable text evidence,aol; aol-5-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; uncategorized,docs/generated/applications/pages/M/1262-midget-comsb-2.md
1263,prog-1263-mifiaxp,mifiaXP,mifiaXP,mafiaxp.zip,2.2 MB,Punter / booter,uncategorized,AOL,AOL 4.0; archive text: AOL 8.0,unknown,unknown,readme/archive text,readme/archive text,local + old-web lead,files/aol/aol-4-0/1263-mifiaxp.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mafiaxp.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mafiaxp.zip,1,0,0,0,0,author unknown; category uncertain; no screenshot or image lead,aol; aol-4-0; compile-native; duplicate-metadata; file-ready; has-old-web-downloads; has-readme-aol-version-clues; has-readme-purpose-clues; needs-manual-review; uncategorized; vb6,docs/generated/applications/pages/M/1263-mifiaxp.md
1264,prog-1264-millennium-falcon-massmail,Millennium Falcon Massmail Yr 01,millennium falcon massmail,millennium falcon massmail aol5 yr01.zip,2.8 MB,Mass mailer / server,mass mailer,AOL,AOL 4.0; inferred: AOL 5,s: platinum 'n Hustla,catalog only,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-4-0/1264-millennium-falcon-massmail.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/millennium%20falcon%20massmail%20aol5%20yr01.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/millennium%20falcon%20massmail%20aol5%20yr01.zip,1,0,0,0,0,no screenshot or image lead; sensitive historical category; no readable text evidence,aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; mass-mailer; needs-manual-review; vb6,docs/generated/applications/pages/M/1264-millennium-falcon-massmail-yr-01.md
1265,prog-1265-millennium-server-tools,Millennium Server Tools,Millennium Server Tools,millennium server toolz 5.0 aol5-6 password= %a0%f4%bf%f4.zip,1.5 MB,All-in-one prog suite,account or TOS tool,AOL,AOL 4.0; inferred: AOL 5-6,JDE,catalog only,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-4-0/1265-millennium-server-tools.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/millennium%20server%20toolz%205.0%20aol5-6%20password%3D%20%25a0%25f4%25bf%25f4.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/millennium%20server%20toolz%205.0%20aol5-6%20password%3D%20%25a0%25f4%25bf%25f4.zip,1,0,0,0,0,no screenshot or image lead; sensitive historical category; no readable text evidence,account-or-tos-tool; aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; password-metadata; vb6,docs/generated/applications/pages/M/1265-millennium-server-tools.md
1266,prog-1266-millennium-server-tools,Millennium Server Tools,Millennium Server Tools,mst4.zip,1.5 MB,All-in-one prog suite,all-in-one prog,AOL,AOL 4.0,JDE,catalog only,catalog/path inferred,catalog bucket,local + old-web lead,files/aol/aol-4-0/1266-millennium-server-tools.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mst4.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mst4.zip,1,0,0,0,0,no screenshot or image lead,all-in-one-prog; aol; aol-4-0; compile-p-code; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review; vb6,docs/generated/applications/pages/M/1266-millennium-server-tools.md
1267,prog-1267-millennium-server-tools,Millennium Server Toolz 2.0 And 6.0,Millennium Server Tools,millennium server toolz 2.0 for aol 5.0 and 6.0.zip,22 B,All-in-one prog suite,all-in-one prog,AOL,AOL 5.0,unknown,unknown,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-5-0/1267-millennium-server-tools.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/millennium%20server%20toolz%202.0%20for%20aol%205.0%20and%206.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/millennium%20server%20toolz%202.0%20for%20aol%205.0%20and%206.0.zip,2,0,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,all-in-one-prog; aol; aol-5-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review,docs/generated/applications/pages/M/1267-millennium-server-toolz-2-0-and-6-0.md
1268,prog-1268-millennium-server-tools,Millennium Server Toolz 3.0 And 6.0,Millennium Server Tools,millennium server toolz 3.0 for aol 5.0 and 6.0.zip,22 B,All-in-one prog suite,all-in-one prog,AOL,AOL 5.0,unknown,unknown,catalog/path inferred,filename/source inferred,local + old-web lead,files/aol/aol-5-0/1268-millennium-server-tools.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/millennium%20server%20toolz%203.0%20for%20aol%205.0%20and%206.0.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/millennium%20server%20toolz%203.0%20for%20aol%205.0%20and%206.0.zip,1,0,0,0,0,author unknown; no screenshot or image lead; no readable text evidence,all-in-one-prog; aol; aol-5-0; duplicate-metadata; file-ready; has-old-web-downloads; needs-manual-review,docs/generated/applications/pages/M/1268-millennium-server-toolz-3-0-and-6-0.md
